Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
Pig & Chick,Korean,,Korean,4.5,"190 Main Street, Markham",43.867704749425755,-79.31248640386501,28,1226.2877407992437,+19054708828,False,$$
Platform Espresso Bar,"Coffee & Tea, Breakfast & Brunch",Coffee & Tea,,4.0,"4450 Highway 7 E, Markham",43.8613197345934,-79.3115900165403,188,555.0333805619663,+19056049110,False,$$
Gyubee Japanese Grill - Markham,"Japanese, Barbeque",Barbeque,Japanese,4.0,"7100 Woodbine Avenue, Markham",43.81579,-79.34991,584,5381.485870167937,+19056041904,False,$$$
Joey Markville,"Canadian (New), Lounges, Steakhouses",Steakhouses,Canadian (New),3.5,"1247 - 5000 Highway 7 E, Markham",43.86757634830122,-79.2889818,315,2367.5581209171633,+19056045639,False,$$$
Toyosu Markham,Sushi Bars,Sushi Bars,,4.0,"8339 Kennedy Road, Markham",43.85727,-79.30337,122,892.3824258116842,+16473003301,False,$$
Il Postino,Italian,,Italian,4.0,"186 Main Street, Unionville",43.86747,-79.31264,139,1205.9452358903595,+19059401555,False,$$$
Big Beef Bowl Hand-Pulled Noodle,"Noodles, Chinese, Barbeque",Barbeque,Chinese,4.0,"8362 Kennedy Road, Markham",43.8602599,-79.30344,342,956.824259395197,+19054707575,False,$$
Fat Ninja Bite,"Japanese, Burgers, Korean",Burgers,"Japanese, Korean",4.5,"3517 Kennedy Road, Toronto",43.82298649562184,-79.30644546697775,543,3810.1140663644746,+14163218866,False,$$
Reign Dessert Cafe,"Ice Cream & Frozen Yogurt, Coffee & Tea, Waffles",Coffee & Tea,,4.5,"8333 Kennedy Road, Markham",43.85677351650761,-79.3041278,29,825.4350043149262,+16474079175,False,N/A
Olde Village Bistro,"Breakfast & Brunch, Burgers, Sandwiches","Burgers, Sandwiches",,3.5,"4430 Highway 7 E, Markham",43.861141,-79.3115002,132,543.1216172916095,+19054773805,False,$
Terre Rouge,French,,French,3.0,"162 Enterprise Boulevard, Markham",43.8492899377849,-79.3259739289411,197,1244.518669369379,+19055975668,False,$$$
Yin Ji Chang Fen,Chinese,,Chinese,4.0,"7010 Warden Avenue, Markham",43.82018,-79.3254,374,4158.3928100739695,+19053072688,False,$$
New City Restaurant,Chinese,,Chinese,4.0,"8392 Kennedy Road, Markham",43.8613,-79.30472,216,906.5149183085306,+19054793281,False,$
Hutaoli Music Restaurant & Bar,"Chinese, Bars",Bars,Chinese,3.5,"3760 Highway 7 E, Markham",43.8566329,-79.332572,109,1455.2887486276256,+13656085333,False,$$$
Mary's Fish & Chips,Fish & Chips,,,4.0,"4721 Highway 7, Markham",43.8629773,-79.3018782,76,1235.5214998808872,+19054749203,False,$$
Toast Delight,"Desserts, Ice Cream & Frozen Yogurt, Waffles",Desserts,,4.0,"8339 Kennedy Road, Markham",43.85727,-79.30337,219,892.3824258116842,+14168563026,False,$
Big Bone BBQ & Wicked Wings,"Barbeque, Chicken Wings",Barbeque,,4.0,"180 Bullock Drive, Markham",43.8748269897109,-79.280346147716,248,3390.6433475622393,+19055547200,False,$$
The Pho Restaurant,"Vietnamese, Noodles, Soup",,Vietnamese,4.0,"3150 Highway 7 East, Markham",43.85130660816601,-79.35422328669051,423,3248.559193491129,+19054157686,False,$$
Wonton Hut,Chinese,,Chinese,4.0,"Markham Town Square, Markham",43.8560126432529,-79.3334739932541,115,1529.8341997445273,+19056049060,False,$
bb.q Chicken,"Korean, Chicken Shop",,Korean,4.0,"8110 Birchmount Road, Markham",43.85075593713973,-79.32563747605742,40,1120.3292065774178,N/A,False,N/A
The School Fine Dining,"Steakhouses, Venues & Event Spaces",Steakhouses,,4.0,"4121 Avenue 14th, Markham",43.84013,-79.31681,61,1858.310655256719,+19054771161,False,$$$
Zen Japanese Restaurant,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"7634 Woodbine Avenue, Markham",43.8292695759825,-79.3532338992598,188,4362.997627065575,+19056047211,False,$$$$
The North Japanese Noodle Bar,"Japanese, Noodles",,Japanese,4.0,"28 South Unionville Avenue, Markham",43.855736,-79.303684,37,868.5975550935368,+19054758898,False,N/A
The Poké Box,"Poke, Salad, Japanese",,Japanese,4.5,"3000 Hwy 7, Markham",43.8505443,-79.3573068,63,3540.1409377499053,+19053058820,False,$$
IN PERSON EVENT: Dog Sips & Tricks at PawStory Cafe,Themed Cafes,Themed Cafes,,5.0,"158 Main St Unionville, Markham",43.8668,-79.312194,12,1133.07678753567,N/A,False,N/A
MiKi Sushi,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"4471 Highway 7, Markham",43.8610264,-79.3107947,138,551.3504301043869,+19054156454,False,$$
The Noodle Bar,Noodles,,,4.0,"3603 Highway 7, Markham",43.8540334,-79.3384645,43,1917.5125643740516,+19056040386,False,$$
Yin Ji Chang Fen,Chinese,,Chinese,4.0,"4981 Highway 7, Markham",43.86469974003,-79.2925394698978,125,1963.8161953328029,+19059401772,False,N/A
Cafe N One,"Desserts, Japanese, Breakfast & Brunch",Desserts,Japanese,4.0,"8366 woodbine ave, Markham",43.84643,-79.35775,117,3657.9317207840904,+19056048511,False,$$
Pasaj,"Bakeries, Coffee & Tea, Breakfast & Brunch",Coffee & Tea,,4.0,"1100 Queen Street E, Toronto",43.66218596039454,-79.3358078380287,57,488.3038932069807,+16473989010,False,N/A
Goods & Provisions,"Bars, Gastropubs","Bars, Gastropubs",,4.0,"1124 Queen Street E, Toronto",43.66233,-79.33515,101,439.8367831246629,+16473401738,False,$$
Greta Solomon's,French,,French,4.0,"1118 Queen Street E, Toronto",43.66232,-79.33535,48,451.63657765195904,+16473478640,False,$$$
EAT BKK Thai Kitchen,"Thai, Noodles",,Thai,4.0,"898 Queen Street E, Toronto",43.6605957,-79.3429889,74,1085.331259468954,+14164664644,False,$$
Hype Food,"Gluten-Free, Bakeries, Custom Cakes",,,4.5,"1060 Gerrard St E, Toronto",43.66943,-79.3359,41,694.429769982885,+14168407430,False,N/A
Gio Rana's Really Really Nice Restaurant,"Italian, Tapas/Small Plates",,Italian,4.0,"1220 Queen Street East, Toronto",43.663335336163,-79.3304189287309,231,118.01100494456726,+14164695225,False,$$$
Purple Penguin Cafe,"Coffee & Tea, Sandwiches, Breakfast & Brunch","Coffee & Tea, Sandwiches",,4.0,"889 Queen Street E, Toronto",43.66033,-79.34219,80,1043.9032253978112,+14164658448,False,$
La Paella,Spanish,,,4.0,"1146 Queen Street E, Toronto",43.6625299,-79.33427,41,365.04072692554945,+14165461055,False,N/A
Hanoi 3 Seasons,Vietnamese,,Vietnamese,3.5,"1135 Queen St E, Toronto",43.66207,-79.33446,70,408.60498569944224,+14164693010,False,$$
Lady Marmalade,"Breakfast & Brunch, Mexican",,Mexican,4.0,"265 Broadview Avenue, Toronto",43.66319,-79.35134,636,1690.1144482377797,+16473517645,False,$$
Souk Tabule,"Middle Eastern, Salad, Soup",,Middle Eastern,4.5,"494 Front Street E, Toronto",43.653832,-79.354442,124,2251.6822797540335,+14165835914,False,$$
KaSpace Cafe,Vegetarian,,,5.0,"1183 Queen Street E, Toronto",43.66263,-79.3319,9,218.97446869501047,+16476579600,False,N/A
Leslieville Pumps,"Sandwiches, Convenience Stores, Barbeque","Sandwiches, Barbeque",,3.5,"913 Queen Street E, Toronto",43.660616433760254,-79.34148396015718,122,973.9453245201044,+14164651313,False,$$
Barrio Cerveceria,"Mexican, Bars",Bars,Mexican,3.0,"884 Queen Street E, Toronto",43.66043558341291,-79.34345364309735,189,1126.6994081147939,+16473520884,False,$$
The Real Jerk,"Caribbean, Lounges",,Caribbean,3.5,"842 Gerrard Street E, Toronto",43.66769187268936,-79.34326795582162,189,1086.1364346701068,+14164636055,False,$$
The Comrade,"Lounges, Canadian (New)",,Canadian (New),4.0,"758 Queen Street E, Toronto",43.659392263038,-79.347948327349,88,1505.2562945057703,+14167789449,False,$$
Stock Bar,"Steakhouses, Pizza, Italian","Steakhouses, Pizza",Italian,3.0,"2388 Yonge Street, Toronto",43.70925,-79.39937,123,78.63406754470273,+14164891020,False,$$$
Ono Poke Bar,"Poke, Hawaiian",,,3.0,"2352 Yonge St, Toronto",43.7085045393579,-79.3989406898618,16,29.69157955178125,+16474828812,False,N/A
KINTON RAMEN,"Ramen, Pubs",Pubs,,4.0,"90 Eglinton Avenue E, Toronto",43.70762,-79.39586,98,306.0258433112479,+16473405933,False,$$
Sip Wine Bar,"Pizza, Italian, Wine Bars","Pizza, Wine Bars",Italian,3.5,"2 Broadway Avenue, Toronto",43.709659,-79.398488,110,142.47765702300666,+16477487101,False,$$
Star King Viet Thai Cuisine,"Vietnamese, Thai",,"Vietnamese, Thai",3.5,"2350 Yonge Street, Toronto",43.7085029,-79.3989157,87,31.70812497195963,+14164810008,False,$$
Cibo Wine Bar,"Wine Bars, Italian",Wine Bars,Italian,3.0,"2472 Yonge Street, Toronto",43.71139,-79.39968,205,321.3485125307899,+14169250016,False,$$$
Duke of Kent,"Pubs, British",Pubs,British,3.5,"2315 Yonge St, Toronto",43.70793,-79.39829,116,106.31209040059518,+14164859507,False,$$
ChiChop,"Taiwanese, Asian Fusion",,Asian Fusion,3.0,"2352 Yonge Street, Toronto",43.7085,-79.39903,6,30.64761178171867,+14163226860,False,N/A
Aloette Go,"Burgers, Salad, Custom Cakes",Burgers,,4.0,"2362 Yonge St, Toronto",43.708806147216336,-79.39913651857817,4,34.36128625368452,+16473290712,False,N/A
Touhenboku Ramen Restaurant,"Ramen, Noodles",,,3.5,"2459 Yonge Street, Toronto",43.7114087,-79.3993231,133,320.8269919477352,+14165516800,False,$$
Mandarin Restaurant,"Chinese, Buffets",,Chinese,3.5,"2200 Yonge Street, Toronto",43.7060318,-79.3985138,141,284.3387194189369,+14164862222,False,$$
Chi Dim Sum,"Asian Fusion, Tapas/Small Plates, Dim Sum",,Asian Fusion,3.5,"2425 Yonge Street, Toronto",43.71063038416665,-79.39900504123779,28,235.5521212437341,+14164831812,False,N/A
Boom Breakfast & Co,Breakfast & Brunch,,,3.5,"174 Eglinton Avenue W, Toronto",43.70586,-79.40349,130,426.72351013040156,+14164853447,False,$$
Bao't Time,"Vietnamese, Noodles, Sandwiches",Sandwiches,Vietnamese,4.0,"2350 Yonge Street, Toronto",43.70846,-79.39896,2,25.057723504310136,+16478070175,False,N/A
The Captain's Boil,"Cajun/Creole, Seafood, Asian Fusion",Seafood,Asian Fusion,4.5,"2655 Yonge St, Toronto",43.71582,-79.39989,33,812.4541569386729,+14164852655,False,N/A
Byblos Uptown,Mediterranean,,Mediterranean,3.5,"2537 Yonge St, Toronto",43.71302,-79.39929,68,500.72158587008767,+14164874897,False,N/A
Sorn Thai Restaurant,"Thai, Salad, Noodles",,Thai,3.5,"2550 Yonge Street, Toronto",43.71333,-79.4,123,539.8213738476342,+14163223563,False,$$
Benny’s Barbecue,"Barbeque, Smokehouse, Sandwiches","Barbeque, Sandwiches",,4.5,"2409 Yonge Street, Toronto",43.710438597006814,-79.3989319102005,16,215.10255835840977,+16473687630,False,N/A
Sushi Rock,"Sushi Bars, Japanese",Sushi Bars,Japanese,2.5,"2359 Yonge Street, Toronto",43.7091,-79.39851,119,89.31666157764953,+14164833888,False,$$
Yokai Izakaya,"Japanese, Tapas/Small Plates, Cocktail Bars",Cocktail Bars,Japanese,4.5,"3175 Rutherford Road, Vaughan",43.82898,-79.53722,53,1517.3974863558587,+16479302623,False,N/A
"Ay Caramba, Eh",Mexican,,Mexican,4.5,"65-3540 Rutherford Road, Vaughan",43.8285439,-79.5490928,352,2265.1488147498385,+19055534065,False,$$
Marcellos Pizzeria,"Pizza, Italian",Pizza,Italian,4.0,"3175 Rutherford Road, Concord",43.828125,-79.535849,243,1404.1133577889411,+19055320184,False,$$
255 By Alta Rossa,"Italian, Pizza",Pizza,Italian,4.0,"255 Bass Pro Mills Drive, Vaughan",43.8224763919401,-79.5404497957516,67,1351.4935203219873,+19056691255,False,$$
Picko Lime,Vietnamese,,Vietnamese,4.0,"3175 Rutherford Road, Vaughan",43.8280206984166,-79.536987023418,105,1456.321609434301,+19056605564,False,$$
Southeast Sandwiches,Sandwiches,Sandwiches,,5.0,"9200 Weston Road, Woodbridge",43.82805866750123,-79.55856570000002,136,2930.02839323016,+19055530615,False,$
Giro D'Italia,Italian,,Italian,4.0,"16-8470 Jane Street, Vaughan",43.8186344,-79.5303979,26,470.5702660526159,+19055978225,False,N/A
Pho Friendly 18,Vietnamese,,Vietnamese,4.0,"8750 Jane St, Vaughan",43.81851,-79.5312,39,526.7410117101005,+19055975582,False,N/A
Taste of Naples Pizzeria,"Pizza, Italian",Pizza,Italian,5.0,"3560 Rutherford Rd, Vaughan",43.82799,-79.54767,64,2304.7606132011697,+19055533232,False,$$
Toro Toro,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.5,"3175 Rutherford Road, Concord",43.82799357922144,-79.53771449535974,139,1494.8201393012594,+19055976828,False,N/A
Tinh Tam Trai,"Vegetarian, Vietnamese",,Vietnamese,4.5,"3255 Rutherford Road, Vaughan",43.8275231940182,-79.5401382208633,50,1604.879577174007,+19057389692,False,$
Grazie Ristorante,Italian,,Italian,3.5,"9100 Jane Street, Vaughan",43.82970071406489,-79.53522307867081,144,1512.9520211216418,+19057389960,False,$$
Pizza Break,"Pizza, Italian",Pizza,Italian,4.5,"3560 Rutherford Rd, Vaughan",43.8283880947885,-79.5505934581161,69,2362.4801339831074,+19055534040,False,$
Evviva Breakfast & Lunch,"Breakfast & Brunch, Sandwiches, Cocktail Bars","Sandwiches, Cocktail Bars",,3.5,"3175 Rutherford Road, Vaughan",43.8294352443415,-79.5362065238037,132,1535.5159676622416,+19057616616,False,$$
Urban Maharajas,Indian,,Indian,4.0,"8750 Jane St, Vaughan",43.81851,-79.5312,34,526.7410117101005,+19055979494,False,$$
Loukoumania Café,Cafes,Cafes,,4.0,"3120 Rutherford Road, Vaughan",43.8315355110091,-79.5347930540428,60,1667.729373857508,+12895539111,False,N/A
The Keg Steakhouse + Bar - Vaughan Mills,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,3.5,"3300 Rutherford Road, Vaughan",43.829736505249194,-79.53994124994492,82,1758.196635528168,+19054173570,False,$$$
Fresh Burger,"Burgers, Poutineries",Burgers,,4.0,"3300 Rutherford Road, Vaughan",43.8297111307234,-79.5422846451402,64,1893.2035413831904,+19055533800,False,$$
Katsuya,"Asian Fusion, Japanese",,"Asian Fusion, Japanese",4.0,"3175 Rutherford Road, Vaughan",43.82898,-79.53722,25,1517.3974863558587,+19057600210,False,N/A
Kin Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,5.0,"3540 Rutherford Road, Vaughan",43.8286857,-79.5490354,13,2268.980113733472,+12893042886,False,N/A
Ricci's Pizzeria & Sandwich Shoppe,"Sandwiches, Pizza, Italian","Sandwiches, Pizza",Italian,4.0,"8401 Weston Road, Woodbridge",43.80774072175945,-79.54994499999502,204,2363.2998218076355,+19058508325,False,$$
Sugarhill Desserts,"Desserts, Waffles, Coffee & Tea","Desserts, Coffee & Tea",,4.5,"9100 Jane Street, Concord",43.8296,-79.53381,22,1412.5311939973126,+12895971900,False,N/A
Tigo Trattoria,Italian,,Italian,4.5,"5-3603 Langstaff Rd, Vaughan",43.80774,-79.54893,17,2299.0134790260354,+19058509685,False,$$$
Champion Doner,Mediterranean,,Mediterranean,4.5,"2810 Major Mackenzie Drive, Vaughan",43.85195,-79.533087,64,3783.2803594087545,+19058326500,False,N/A
Island Mix Restaurant & Lounge,"Caribbean, Lounges",,Caribbean,3.5,"3175 Rutherford Road, Vaughan",43.8286745,-79.537128,37,1517.550371383311,+19057616649,False,$$
IKON Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.5,"9100 Jane Street, Vaughan",43.8296,-79.53381,18,1412.5311939973126,+16476694566,False,N/A
B's Kitchen Fine Vietnamese Cuisine,Vietnamese,,Vietnamese,4.0,"3550 Rutherford Road, Vaughan",43.82791,-79.54966,32,2288.7141542295817,+19055538668,False,$$
Kotsy's Restaurant,"Breakfast & Brunch, Fish & Chips, Poutineries",,,4.0,"2104 Highway 7 W, Vaughan",43.8021244814021,-79.4946258142591,78,3011.942765912164,+19057385038,False,$$
AllStar Wings & Ribs,"Chicken Wings, Sports Bars, Canadian (New)",Sports Bars,Canadian (New),3.0,"1-3130 Rutherford Rd, Concord",43.8307209236087,-79.5347117632627,157,1586.2090676093997,+12893049969,False,$$
Zafferano Ristorante,Italian,,Italian,4.0,"8633 Weston Road, Woodbridge",43.812339,-79.551786,68,2290.8791334726184,+19052642323,False,$$
Golden Bubbles,"Desserts, Waffles, Ice Cream & Frozen Yogurt",Desserts,,4.0,"3175 Rutherford Road, Vaughan",43.82898,-79.53722,21,1517.3974863558587,+19057609288,False,N/A
Eli's Table,Mediterranean,,Mediterranean,4.5,"9421 Jane St, Toronto",43.836467,-79.533506,150,2124.5273688905304,+19055530352,False,$
Ozzy's Burgers Vaughan,Burgers,Burgers,,4.0,"3175 Rutherford Road, Vaughan",43.828003,-79.537128,70,1462.6782055588446,+19055977983,False,$$
Szechuan Szechuan,Chinese,,Chinese,3.0,"1 Bass Pro Mills Drive, Concord",43.826362913195,-79.534776130423,60,1200.5341016576635,+19057388398,False,$$
La Grill,"Mediterranean, Lebanese",,Mediterranean,4.0,"7880 Keele Street, Concord",43.801959,-79.50081,22,848.4387017321228,+19057617575,False,$$
Poke Guys ,"Poke, Hawaiian",,,4.5,"2904 Highway 7, Vaughan",43.79532572340842,-79.52114285225372,14,1714.6423073791284,+19056607753,False,$$
St. Louis Bar and Grill,"Chicken Wings, Sports Bars",Sports Bars,,3.5,"90 Edgeley Boulevard, Vaughan",43.796639,-79.533092,55,2342.5379215706453,+19056604999,False,$$
Nove Ristorante,"Italian, Steakhouses, Pizza","Steakhouses, Pizza",Italian,4.0,"8383 Weston Road, Vaughan",43.8062562003155,-79.5508621022323,21,3437.8487302587346,+19058505444,False,$$
Azarias,"Canadian (New), Beer, Wine & Spirits",,Canadian (New),4.5,"3058 Bloor Street W, Toronto",43.6469981,-79.5131954,92,4466.9774157592965,+16473528448,False,$$$
St James's Gate Toronto,"Irish, Pubs, Beer, Wine & Spirits",Pubs,Irish,4.0,"5140 Dundas St W, Toronto",43.64389,-79.53359,80,3719.7412306184797,+16473505140,False,$$
Thairoomgrand - Etobicoke,"Thai, Asian Fusion, Malaysian",,"Thai, Asian Fusion, Malaysian",5.0,"5112 Dundas Street W, Etobicoke",43.64466669999999,-79.5329271,7,3669.5340792250036,+14162341213,False,N/A
Dundas Street Grille,"Breakfast & Brunch, Salad, Burgers",Burgers,,4.0,"5238 Dundas St W, Etobicoke",43.63891,-79.53832,90,4086.637745237708,+14162396244,False,$$
Mekong River,"Vietnamese, Chinese, Thai",,"Vietnamese, Chinese, Thai",3.5,"5468 Dundas Street W, Toronto",43.6323967,-79.5444351,67,4661.2232760365105,+14162369588,False,$$
The Sweet Gallery,"Desserts, Cafes, Patisserie/Cake Shop","Desserts, Cafes",,4.0,"350 Bering Avenue, Etobicoke",43.63733,-79.53117,31,4461.767741555084,+14162321539,False,$$
Kingsway Fish And Chips,"Seafood, Salad, Fish & Chips",Seafood,,4.0,"3060 Bloor Street W, Etobicoke",43.64708289390674,-79.5132970603126,47,4454.601862370473,+14162333355,False,$$
Napolitan Brick Oven Pizza,Pizza,Pizza,,4.0,"1020 Islington Avenue, Toronto",43.63136,-79.51822,61,5544.92553556307,+14162392111,False,$$
Sempre Pizza & Pasta,"Italian, Pizza",Pizza,Italian,4.0,"3038 Bloor Street W, Etobicoke",43.64737,-79.51251,24,4480.680071589152,+14162348677,False,$$
Pho House,"Vietnamese, Thai",,"Vietnamese, Thai",3.5,"5230 Dundas Street W, Etobicoke",43.64026,-79.53809,111,3969.3279080817642,+14168505935,False,$$
Wimpy's Diner,Diners,,,3.0,"590 Sheppard Avenue W, North York",43.75562,-79.4391799,71,336.24658506509184,+14166357013,False,$$
Wakame Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,2.5,"638 Sheppard Avenue W, Toronto",43.7551731,-79.4408306,124,190.09205380572192,+14166310505,False,$$
Muncheez,"Creperies, Desserts, Juice Bars & Smoothies","Desserts, Juice Bars & Smoothies",,4.5,"6983 Yonge Street, North York",43.797657,-79.419505,464,5179.745363388396,+19055971220,False,$$
Shinobu Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"3403 Yonge Street, North York",43.73262,-79.40387,113,3881.253574338192,+14168300741,False,$$
Nanalyn Jerk,Caribbean,,Caribbean,3.5,"564 Wilson Heights Boulevard, North York",43.7526,-79.45783,27,1280.446882801669,+14169014564,False,$$
Brown Donkatsu,"Korean, Ramen",,Korean,4.5,"6024 Yonge Street, North York",43.78943,-79.41819,41,4377.224967264247,+16473527696,False,$$
EAT BKK Thai Kitchen,"Thai, Noodles",,Thai,4.0,"4704 Yonge Street, Toronto",43.75926,-79.4105455,324,2585.5972892502155,+16473528989,False,$$
Memphis BBQ,"Barbeque, American",Barbeque,American,4.5,"8074 Islington Avenue, Woodbridge",43.789337,-79.587131,319,1511.4467285715637,+19052659003,False,$$
Oca Nera,Italian,,Italian,4.5,"8348 Islington Avenue, Woodbridge",43.79657,-79.58535,19,701.2634698256059,+19052647152,False,$$$
That's Italian Ristorante,Italian,,Italian,4.0,"2 Tall Grass Trail, Woodbridge",43.782260776584536,-79.57400104865158,100,2425.278073683881,+14164825426,False,$$
Belsito Trattoria,"Pizza, Italian, Mediterranean",Pizza,"Italian, Mediterranean",4.5,"10429 Islington Avenue, Kleinburg",43.8425299,-79.62604,49,5552.252129669459,+19055527555,False,$$
Sinaloa Factory,"Sushi Bars, Mexican",Sushi Bars,Mexican,4.5,"350 Woodbridge Avenue, Vaughan",43.784258,-79.6002941206098,19,2427.2720596018416,+19058562220,False,N/A
Artigianale Ristorante & Enoteca,"Italian, Wine Bars",Wine Bars,Italian,4.5,"5100 Rutherford Road, Vaughan",43.81744,-79.6024,12,2115.767956533348,+19058932774,False,N/A
Bocconcino Ristorante,Italian,,Italian,5.0,"331 Trowers Road, Woodbridge",43.7855599,-79.55723,12,2897.2309388487656,+19058569239,False,$$
Perla Oyster Bar And Grill,"Seafood, Steakhouses","Seafood, Steakhouses",,5.0,"3901 Highway 7, Woodbridge",43.7882223,-79.5524489,18,2938.6743611135817,+12896570909,False,N/A
The Corned Beef House,"Delis, Sandwiches",Sandwiches,,4.5,"120 Whitmore Road, Vaughan",43.78533,-79.5562099,23,2972.4105057593133,+19052658989,False,$$
Punjaabi Grand,"Buffets, Indian, Desserts",Desserts,Indian,4.0,"150 Windflower Gate, Woodbridge",43.79078,-79.55227,33,2892.253597348693,+19052652292,False,$$
Tropical Island Caribbean Restaurant,Caribbean,,Caribbean,4.5,"5731 Highway 7, Vaughan",43.7744178453531,-79.6128808069127,31,3900.462662822496,+19058502211,False,$$
Gran Gusto Ristorante,"Pizza, Italian",Pizza,Italian,4.5,"3883 Highway 7, Woodbridge",43.788047,-79.551886,24,3072.254281745507,+19058565508,False,$$
The Vaughan City Grill,"Breakfast & Brunch, Diners",,,4.0,"211 Marycroft Avenue, Vaughan",43.7847503892443,-79.565876179797,32,2489.2858558145917,+19058566122,False,$$
Zizi Trattoria,"Italian, Pizza",Pizza,Italian,4.0,"9311 Weston Road, Woodbridge",43.8266671354381,-79.55588439039,56,3499.7526977377634,+19054176400,False,$$$
CopaCabana Brazilian Steakhouse,"Steakhouses, Brazilian",Steakhouses,,3.5,"205 Marycroft Avenue, Vaughan",43.78456,-79.56515,171,2528.547913763159,+18884326721,False,$$$
Choice of the Orient,Chinese,,Chinese,4.0,"7766 Martin Grove, Vaughan",43.7764587,-79.6106122,28,3609.8209763883,+19058508388,False,$$
Paradise Shawarma,"Fast Food, Mediterranean, Halal",Fast Food,Mediterranean,4.0,"10-5451 Hwy 7, Vaughan",43.7771404,-79.6030279,33,3317.460695625405,+19056058222,False,$
Ginza Sushi Restaurant,"Sushi Bars, Japanese",Sushi Bars,Japanese,3.5,"8401 Weston Road, Woodbridge",43.8067419076006,-79.5509600154828,73,2709.647644374074,+19058500032,False,$$
The Burger's Priest,Burgers,Burgers,,3.5,"7887 Weston Road, Vaughan",43.7919304953784,-79.5470950537139,170,3218.3211315657286,+19058562662,False,$$
Siamese Thai Cuisine,"Thai, Noodles, Cocktail Bars",Cocktail Bars,Thai,3.5,"200 Whitmore Road, Vaughan",43.7871649,-79.555996,57,2857.166695442791,+19058567288,False,$$
Pho Viet Xpress,Vietnamese,,Vietnamese,4.0,"205 Marycroft Avenue, Woodbridge",43.7851211864871,-79.5653369777995,32,2482.4732792645545,+19058568857,False,$$
Scaddabush Italian Kitchen & Bar,"Italian, Bars",Bars,Italian,3.5,"20 Colossus Drive, Woodbridge",43.78715454,-79.54460326,93,3626.903012371602,+19058503565,False,$$
Moxies,"Steakhouses, Lounges",Steakhouses,,3.5,"41 Colossus Drive, Woodbridge",43.7851536,-79.54379591931934,78,3793.9318495001544,+19058502467,False,$$$
Romano's Restaurant,"Italian, Pizza, Seafood","Pizza, Seafood",Italian,3.5,"830 Rowntree Dairy Road, Woodbridge",43.78002102468193,-79.57013229506511,42,2772.84229036361,+19058509604,False,$$
Aida's Pine Valley Bakery,"Bakeries, Pizza, Sandwiches","Pizza, Sandwiches",,4.5,"830 Rowntree Dairy Road, Woodbridge",43.7799557703288,-79.5706223657455,21,2763.632169717893,+19058518642,False,$
California Sandwiches - Woodbridge,"Italian, Fast Food, Sandwiches","Fast Food, Sandwiches",Italian,4.0,"500-200 Windflower Gate, Woodbridge",43.79193713868447,-79.55151935462521,34,2891.836262538693,+19058567779,False,$$
Berlin Doner & Kebab,"Turkish, Mediterranean, Kebab",,Mediterranean,4.5,"3560 Major Mackenzie Drive W, Vaughan",43.846935,-79.553584,15,5493.28077959175,+19054176777,False,N/A
Holy Chuck,Burgers,Burgers,,3.5,"4421 Highway 7, Vaughan",43.7844302913316,-79.5682543816147,171,2411.0469813909513,+19058516363,False,$$
3 Mariachis,Mexican,,Mexican,4.0,"9200 Weston Road, Vaughan",43.82826662454536,-79.55813095993044,67,3526.495791237617,+19058320606,False,$$
Motorino Enoteca,Italian,,Italian,3.5,"4101 Rutherford Road, Woodbridge",43.823486,-79.568345,75,2634.111092972994,+19052641911,False,$$
Desserts Plus,"Desserts, Italian, Pizza","Desserts, Pizza",Italian,3.5,"8611 Weston Road, Woodbridge",43.811244,-79.55257,115,2712.950204446262,+19052651090,False,$$
Hibachi Teppanyaki & Bar,"Japanese, Steakhouses, Sushi Bars","Steakhouses, Sushi Bars",Japanese,3.5,"3900 Highway 7, Vaughan",43.789391,-79.553884,40,2860.8869023357,+19058563882,False,N/A
Congee Queen,Chinese,,Chinese,4.0,"895 Lawrence Avenue E, North York",43.7360076,-79.3474786,286,499.14752757507983,+14169160338,False,$$
JOEY Don Mills,"Canadian (New), Lounges, Steakhouses",Steakhouses,Canadian (New),3.5,"75 O'Neill Road, North York",43.7339406,-79.3447326,389,693.2534208445184,+14164456391,False,$$
The Keg Steakhouse + Bar,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,4.0,"1977 Leslie St, North York",43.7589447,-79.360491,166,2412.6668912729547,+14164461045,False,$$$
The Good Son,"Pizza, Wine Bars, Cocktail Bars","Pizza, Wine Bars, Cocktail Bars",,3.5,"11 Karl Fraser Road, North York",43.734789661255,-79.3442269787192,91,609.9049735883663,+16477480589,False,N/A
Island Foods,Caribbean,,Caribbean,4.0,"1310 Don Mills Road, North York",43.74593,-79.34625,75,639.2828781006028,+14164877717,False,$
